"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family"
"MEOA","PELU2","Pelea lucens (Hillebr.) H. St. John","","Rutaceae"
"MEOA","PEOA2","Pelea oahuensis Levl.","","Rutaceae"
"MEOB4","","Melicope obovata (H. St. John) T.G. Hartley & B.C. Stone","Makawao melicope","Rutaceae"
"MEOB4","PEOB4","Pelea obovata H. St. John","","Rutaceae"
"MEOF","","Melilotus officinalis (L.) Lam.","sweetclover","Fabaceae"
"MEOF","MEAL12","Melilotus alba Medikus, orth. var.","","Fabaceae"
"MEOF","MEAL2","Melilotus albus Medik.","","Fabaceae"
"MEOF","MEALA2","Melilotus albus Medik. var. annuus Coe","","Fabaceae"
"MEOF","MEAR15","Melilotus arvensis Wallr.","","Fabaceae"
"MEOF","MELE6","Melilotus leucanthus W.D.J. Koch ex DC.","","Fabaceae"
"MEOF","MELU6","Melilotus lutea Gueldenst.","","Fabaceae"
"MEOF","MEOFM2","Melilotus officinalis (L.) Lam. var. micranthus O.E. Schulz","","Fabaceae"
"MEOR4","","Melicope orbicularis (Hillebr.) T.G. Hartley & B.C. Stone","Honokahua melicope","Rutaceae"
"MEOR4","PEOR5","Pelea orbicularis Hillebr.","","Rutaceae"
"MEOR4","PEORT","Pelea orbicularis Hillebr. var. tonsa H. St. John & Hume","","Rutaceae"
"MEOV","","Melicope ovalis (H. St. John) T.G. Hartley & B.C. Stone","Hana melicope","Rutaceae"
"MEOV","PEOV3","Pelea ovalis H. St. John","","Rutaceae"
"MEOV2","","Melicope ovata (H. St. John & Hume) T.G. Hartley & B.C. Stone","eggshape melicope","Rutaceae"
"MEOV2","PEGL9","Pelea glabra H. St. John","","Rutaceae"
"MEOV2","PEOV4","Pelea ovata H. St. John & Hume","","Rutaceae"
"MEPA6","","Melicope pallida (Hillebr.) T.G. Hartley & B.C. Stone","pale melicope","Rutaceae"
"MEPA6","PELE4","Pelea leveillei Faurie ex Levl.","","Rutaceae"
"MEPA6","PEPA16","Pelea pallida Hillebr.","","Rutaceae"
"MEPA7","","Melicope paniculata (H. St. John) T.G. Hartley & B.C. Stone","Lihue melicope","Rutaceae"
"MEPA7","PEPA18","Pelea paniculata H. St. John","","Rutaceae"
"MEPE13","","Merremia peltata (L.) Merr.","merremia","Convolvulaceae"
"MEPE9","","Melicope peduncularis (Levl.) T.G. Hartley & B.C. Stone","boxfruit alani","Rutaceae"
"MEPE9","PENI2","Pelea niuensis H. St. John","","Rutaceae"
"MEPE9","PEPA17","Pelea paloloensis H. St. John","","Rutaceae"
"MEPE9","PEPE7","Pelea peduncularis Levl.","","Rutaceae"
"MEPE9","PEPEC","Pelea peduncularis Levl. var. cordata B.C. Stone","","Rutaceae"
"MEPE9","PEPEN2","Pelea peduncularis Levl. var. niuensis (H. St. John) B.C. Stone","","Rutaceae"
"MEPE9","PEPEN","Pelea peduncularis Levl. var. nummularia B.C. Stone","","Rutaceae"
"MEPE9","PEPEP4","Pelea peduncularis Levl. var. paloloensis (H. St. John) B.C. Stone","","Rutaceae"
"MEPE9","PEPEP","Pelea peduncularis Levl. var. pauciflora (H. St. John) B.C. Stone","","Rutaceae"
"MEPE9","PEPEQ","Pelea peduncularis Levl. var. quadrata B.C. Stone","","Rutaceae"
"MEPE9","PEPET","Pelea peduncularis Levl. var. ternifolia (B.C. Stone) B.C. Stone","","Rutaceae"
"MEPE9","PEWA5","Pelea waimeaensis H. St. John & Hume","","Rutaceae"
"MEPE9","PEWAT","Pelea wawraeana Rock var. tenuifolia H. St. John & Hume","","Rutaceae"
"MEPO3","","Medicago polymorpha L.","burclover","Fabaceae"
"MEPO3","MEAP3","Medicago apiculata auct. non Willd.","","Fabaceae"
"MEPO3","MEDE13","Medicago denticulata Willd.","","Fabaceae"
"MEPO3","MEHI","Medicago hispida Gaertn.","","Fabaceae"
"MEPO3","MEHIA","Medicago hispida Gaertn. var. apiculata (Willd.) Urb.","","Fabaceae"
"MEPO3","MEHIC","Medicago hispida Gaertn. var. confinis (W.D.J. Koch) Burnat","","Fabaceae"
"MEPO3","MEPO8","Medicago polycarpa Willd.","","Fabaceae"
"MEPO3","MEPOB","Medicago polymorpha L. var. brevispina (Benth.) Heyn","","Fabaceae"
"MEPO3","MEPOC","Medicago polymorpha L. var. ciliaris (Ser.) Shinners","","Fabaceae"
"MEPO3","MEPOP7","Medicago polymorpha L. var. polygyra (Urb.) Shinners","","Fabaceae"
"MEPO3","MEPOT","Medicago polymorpha L. var. tricycla (Gren. & Godr.) Shinners","","Fabaceae"
"MEPO3","MEPOV","Medicago polymorpha L. var. vulgaris (Benth.) Shinners","","Fabaceae"
"MEPO3","MEPOA2","Medicago polymorpha L. f. apiculata (Willd.) Shinners","","Fabaceae"
"MEPO5","","Metrosideros polymorpha Gaudich.","'ohi'a lehua","Myrtaceae"
"MEPOD","","Metrosideros polymorpha Gaudich. var. dieteri J.W. Dawson & Stemmermann","'ohi'a lehua","Myrtaceae"
"MEPOG","","Metrosideros polymorpha Gaudich. var. glaberrima (Levl.) H. St. John","'ohi'a lehua","Myrtaceae"
"MEPOG","MECOG","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. glaberrima (Levl.) Rock","","Myrtaceae"
"MEPOG","MECOG2","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. glabrifolia (A. Heller) Rock","","Myrtaceae"
"MEPOG","MECOH","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. haleakalensis Rock","","Myrtaceae"
"MEPOG","MECOH2","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. hemilanata Hochr.","","Myrtaceae"
"MEPOG","MEPOG3","Metrosideros polymorpha Gaudich. ssp. glaberrima (Levl.) Skottsb.","","Myrtaceae"
"MEPOG","MEPOG4","Metrosideros polymorpha Gaudich. ssp. glabrifolia (A. Heller) Skottsb.","","Myrtaceae"
"MEPOG","MEPOG2","Metrosideros polymorpha Gaudich. var. glabrifolia (A. Heller) H. St. John","","Myrtaceae"
"MEPOG","MEPOH","Metrosideros polymorpha Gaudich. var. haleakalensis (Rock) H. St. John","","Myrtaceae"
"MEPOG","MEPOH2","Metrosideros polymorpha Gaudich. var. hemilanata (Hochr.) H. St. John","","Myrtaceae"
"MEPOG","MEPON2","Metrosideros polymorpha Gaudich. var. nuda Skottsb.","","Myrtaceae"
"MEPOG","MEPOP6","Metrosideros polymorpha Gaudich. var. parviflora Skottsb.","","Myrtaceae"
"MEPOG","MEPOS","Metrosideros polymorpha Gaudich. var. sericea (Rock) Skottsb.","","Myrtaceae"
"MEPOI2","","Metrosideros polymorpha Gaudich. var. incana (Levl.) Skottsb.","'ohi'a lehua","Myrtaceae"
"MEPOI2","MECOI","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. imbricata Rock","","Myrtaceae"
"MEPOI2","MECOI2","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. incana (Levl.) Rock","","Myrtaceae"
"MEPOI2","MEPOI3","Metrosideros polymorpha Gaudich. ssp. imbricata (Rock) Skottsb.","","Myrtaceae"
"MEPOI2","MEPOI4","Metrosideros polymorpha Gaudich. ssp. incana (Levl.) Skottsb.","","Myrtaceae"
"MEPOI2","MEPOI","Metrosideros polymorpha Gaudich. var. imbricata (Rock) H. St. John","","Myrtaceae"
"MEPOI2","MEPOS2","Metrosideros polymorpha Gaudich. var. subimbricata Skottsb.","","Myrtaceae"
"MEPOM","","Metrosideros polymorpha Gaudich. var. macrophylla (Rock) H. St. John","'ohi'a lehua","Myrtaceae"
"MEPOM","MECOM","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. macrophylla Rock","","Myrtaceae"
"MEPOM","MEPOM3","Metrosideros polymorpha Gaudich. ssp. micrantha Skottsb.","","Myrtaceae"
"MEPOM","MEPOM2","Metrosideros polymorpha Gaudich. var. micrantha (Skottsb.) H. St. John","","Myrtaceae"
"MEPON","","Metrosideros polymorpha Gaudich. var. newellii (Rock) H. St. John","'ohi'a lehua","Myrtaceae"
"MEPON","MECON2","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. newellii Rock","","Myrtaceae"
"MEPOP2","","Metrosideros polymorpha Gaudich. var. polymorpha","'ohi'a lehua","Myrtaceae"
"MEPOP2","MECO10","Metrosideros collina auct. non (J.R. Forst. & G. Forst.) A. Gray","","Myrtaceae"
"MEPOP2","MECOP","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray ssp. polymorpha (Gaudich.) Rock","","Myrtaceae"
"MEPOP2","MEPOM4","Metrosideros polymorpha Gaudich. var. macrostemon Skottsb.","","Myrtaceae"
"MEPOP3","","Metrosideros polymorpha Gaudich. var. pseudorugosa Skottsb.","'ohi'a lehua","Myrtaceae"
"MEPOP4","","Metrosideros polymorpha Gaudich. var. pumila (A. Heller) Skottsb.","'ohi'a lehua","Myrtaceae"
"MEPOP4","MECOP2","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. prostrata Rock","","Myrtaceae"
"MEPOP4","MECOP3","Metrosideros collina (J.R. Forst. & G. Forst.) A. Gray var. pumila (A. Heller) Rock","","Myrtaceae"
"MEPOP4","MEPOP","Metrosideros polymorpha Gaudich. var. prostrata (Rock) H. St. John","","Myrtaceae"
"MEPOP4","MEPU10","Metrosideros pumila (A. Heller) Hochr.","","Myrtaceae"
"MEPOP4","MEPUM2","Metrosideros pumila (A. Heller) Hochr. var. makanoiensis Hochr.","","Myrtaceae"
"MEPS","","Melicope pseudoanisata (Rock) T.G. Hartley & B.C. Stone","Kohala Summit melicope","Rutaceae"
"MEPS","MEPU8","Melicope puauluensis (H. St. John) T.G. Hartley & B.C. Stone","","Rutaceae"
"MEPS","PECA31","Pelea cauliflora H. St. John","","Rutaceae"
"MEPS","PEPS2","Pelea pseudoanisata Rock","","Rutaceae"
"MEPS","PEPSO","Pelea pseudoanisata Rock var. oblanceolata (H. St. John) B.C. Stone","","Rutaceae"
"MEPS","PEPU8","Pelea puauluensis H. St. John","","Rutaceae"
"MEPU","","Mentha pulegium L.","pennyroyal","Lamiaceae"
"MEPU4","","Melicope puberula (H. St. John) T.G. Hartley & B.C. Stone","hairy melicope","Rutaceae"
"MEPU4","PEPU9","Pelea puberula H. St. John","","Rutaceae"
"MEQU","","Melaleuca quinquenervia (Cav.) S.F. Blake","punktree","Myrtaceae"
"MEQU","MELE5","Melaleuca leucadendra auct. non (L.) L.","","Myrtaceae"
"MEQU","MELE","Melaleuca leucadendron auct. non (L.) L., orth. var.","","Myrtaceae"
"MEQU3","","Melicope quadrangularis (H. St. John & Hume) T.G. Hartley & B.C. Stone","fourangle melicope","Rutaceae"
"MEQU3","PEQU3","Pelea quadrangularis H. St. John & Hume","","Rutaceae"
"MERA2","","Melicope radiata (H. St. John) T.G. Hartley & B.C. Stone","kapu melicope","Rutaceae"
"MERA2","PELA13","Pelea lanceolata H. St. John & Hume","","Rutaceae"
"MERA2","PEPU16","Pelea punaensis H. St. John","","Rutaceae"
"MERA2","PERA5","Pelea radiata H. St. John","","Rutaceae"
"MERA2","PESC8","Pelea scandens H. St. John","","Rutaceae"
"MERE3","","Melicope reflexa (H. St. John) T.G. Hartley & B.C. Stone","lava melicope","Rutaceae"
"MERE3","PERE6","Pelea reflexa H. St. John","","Rutaceae"
"MERE9","","Melinis repens (Willd.) Zizka","rose Natal grass","Poaceae"
"MERE9","RHRE2","Rhynchelytrum repens (Willd.) C.E. Hubbard","","Poaceae"
"MERE9","RHRO2","Rhynchelytrum roseum (Nees) Stapf & C.E. Hubbard ex Bews","","Poaceae"
"MERE9","SARE13","Saccharum repens Willd.","","Poaceae"
"MERE9","TRRE8","Tricholaena repens (Willd.) Hitchc.","","Poaceae"
"MERE9","TRRO7","Tricholaena rosea Nees","","Poaceae"
"MERO3","","Melicope rotundifolia (A. Gray) T.G. Hartley & B.C. Stone","roundleaf melicope","Rutaceae"
"MERO3","PERO6","Pelea rotundifolia A. Gray","","Rutaceae"
"MERRE","","Merremia Dennst. ex Endl.","woodrose","Convolvulaceae"
"MERU2","","Metrosideros rugosa A. Gray","lehua papa","Myrtaceae"
"MERU3","","Medicago rugosa Desr.","gama medic","Fabaceae"
"MESA","","Medicago sativa L.","alfalfa","Fabaceae"
"MESA3","","Melastoma sanguineum Sims","red melastome","Melastomataceae"
"MESA4","","Melicope saint-johnii (Hume) T.G. Hartley & B.C. Stone","St. John's melicope","Rutaceae"
"MESA4","PEEL3","Pelea elongata (Hillebr.) H. St. John","","Rutaceae"
"MESA4","PESA10","Pelea saint-johnii Hume","","Rutaceae"
"MESA4","PESAE","Pelea saint-johnii Hume var. elongata (Hillebr.) B.C. Stone","","Rutaceae"
"MESA5","","Melicope sandwicensis (Hook. & Arn.) T.G. Hartley & B.C. Stone","Mt. Kaala melicope","Rutaceae"
"MESA5","MECI9","Melicope cinereops (H. St. John & Hume) T.G. Hartley & B.C. Stone","","Rutaceae"
"MESA5","PECI6","Pelea cinereops H. St. John & Hume","","Rutaceae"
"MESA5","PESA11","Pelea sandwicensis (Hook. & Arn.) A. Gray","","Rutaceae"
"MESAS","","Medicago sativa L. ssp. sativa","alfalfa","Fabaceae"
"MESAS","MEME9","Medicago media Pers.","","Fabaceae"
"MESAS","MESAV8","Medicago sativa L. ssp. varia (Martyn) Arcang.","","Fabaceae"
"MESAS","MEVA2","Medicago ×varia Martyn","","Fabaceae"
"MESE10","","Melicope sessilis (H. Lév.) T.G. Hartley & B.C. Stone","Maui melicope","Rutaceae"
"MESE10","MEMA17","Melicope mauii T.G. Hartley & B.C. Stone","","Rutaceae"
"MESE10","PEPA19","Pelea parvifolia Hillebr., non Melicope parvifolia C.T. White","","Rutaceae"
"MESP3","","Mentha spicata L.","spearmint","Lamiaceae"
"MESP3","MECO7","Mentha cordifolia auct.","","Lamiaceae"
"MESP3","MELO8","Mentha longifolia auct. non (L.) Huds.","","Lamiaceae"
"MESP3","MELOM2","Mentha longifolia (L.) Huds. var. mollissima (Borkh.) Rouy","","Lamiaceae"
"MESP3","MELOU2","Mentha longifolia (L.) Huds. var. undulata (Willd.) Fiori","","Lamiaceae"
"MESP3","MESPL","Mentha spicata L. var. longifolia L.","","Lamiaceae"
"MESP3","MESPS3","Mentha spicata L. var. spicata","","Lamiaceae"
"MESP3","MESY","Mentha sylvestris L.","","Lamiaceae"
"MESP3","MEVI7","Mentha viridis L.","","Lamiaceae"
"METR5","","Metrosideros tremuloides (A. Heller) P. Knuth","lehua 'ahihi","Myrtaceae"
"METRO","","Metrosideros Banks ex Gaertn.","lehua","Myrtaceae"
"METU2","","Merremia tuberosa (L.) Rendle","Spanish arborvine","Convolvulaceae"
"METU2","IPTU4","Ipomoea tuberosa L.","","Convolvulaceae"
"METU2","OPTU6","Operculina tuberosa (L.) Meisn.","","Convolvulaceae"
"MEUM3","","Melochia umbellata (Houtt.) Stapf","hierba del soldado","Sterculiaceae"
"MEUM3","MEIN11","Melochia indica Kurz","","Sterculiaceae"
"MEVE3","","Medinilla venosa (Blume) Blume","holdtight","Melastomataceae"
"MEVI6","","Mentha ×villosa Huds. (pro sp.) [spicata × suaveolens]","mint","Lamiaceae"
"MEVI6","MEAL4","Mentha alopecuroides Hull","","Lamiaceae"
"MEVI6","MENE2","Mentha nemorosa Willd.","","Lamiaceae"
"MEVI6","MEVIA","Mentha ×villosa Huds. var. alopecuroides (Hull) Briq. (pro nm.)","","Lamiaceae"
"MEVO","","Melicope volcanica (A. Gray) T.G. Hartley & B.C. Stone","volcanic melicope","Rutaceae"
"MEVO","PEAH","Pelea ahiaensis H. St. John","","Rutaceae"
"MEVO","PEAN7","Pelea anapanapaensis H. St. John","","Rutaceae"
"MEVO","PEGR13","Pelea grandifolia (Hillebr.) H. St. John & Hume","","Rutaceae"
"MEVO","PEGRH","Pelea grandifolia (Hillebr.) H. St. John & Hume var. hualalaiensis (H. St. John) B.C. Stone","","Rutaceae"
"MEVO","PEGRL","Pelea grandifolia (Hillebr.) H. St. John & Hume var. lianoides (Rock) B.C. Stone","","Rutaceae"
"MEVO","PEGRM","Pelea grandifolia (Hillebr.) H. St. John & Hume var. montana (Rock) B.C. Stone","","Rutaceae"
"MEVO","PEGRO","Pelea grandifolia (Hillebr.) H. St. John & Hume var. ovalifolia (Hillebr.) H. St. John","","Rutaceae"
"MEVO","PEGRT2","Pelea grandifolia (Hillebr.) H. St. John & Hume var. terminalis (Rock) B.C. Stone","","Rutaceae"
"MEVO","PEKI3","Pelea kipahuluensis H. St. John","","Rutaceae"
"MEVO","PEMA12","Pelea manukaensis H. St. John","","Rutaceae"
"MEVO","PEOB3","Pelea oblongifolia A. Gray","","Rutaceae"
"MEVO","PEOBM","Pelea oblongifolia A. Gray var. manukaensis (H. St. John) B.C. Stone","","Rutaceae"
"MEVO","PEVO2","Pelea volcanica A. Gray","","Rutaceae"
"MEVO","PEVOK","Pelea volcanica A. Gray var. kohalae B.C. Stone","","Rutaceae"
"MEWA","","Metrosideros waialealae (Rock) Rock","Kauai bottlebrush","Myrtaceae"
"MEWA2","","Melicope waialealae (Wawra) T.G. Hartley & B.C. Stone","alani wai","Rutaceae"
"MEWA2","PEWA4","Pelea waialealae Wawra","","Rutaceae"
"MEWA2","PEWAL","Pelea waialealae Wawra var. latior H. St. John & Hume","","Rutaceae"
"MEWA2","PEWAP","Pelea waialealae Wawra var. pubescens Skottsb.","","Rutaceae"
"MEWA3","","Melicope wailauensis (H. St. John) T.G. Hartley & B.C. Stone","Wailau Valley melicope","Rutaceae"
"MEWA3","PEWA14","Pelea wailauensis H. St. John","","Rutaceae"
"MEWA4","","Melicope wawraeana (Rock) T.G. Hartley & B.C. Stone","Monoa melicope","Rutaceae"
"MEWA4","MELA9","Melicope lakae (B.C. Stone) T.G. Hartley & B.C. Stone","","Rutaceae"
"MEWA4","PELA12","Pelea lakae B.C. Stone","","Rutaceae"
"MEWA4","PEWA3","Pelea wahiawaensis H. St. John & Hume","","Rutaceae"
"MEWA4","PEWA6","Pelea waipioensis H. St. John","","Rutaceae"
"MEWA4","PEWA7","Pelea wawraeana Rock","","Rutaceae"
"MEWA4","PEWAP2","Pelea wawraeana Rock var. pubens H. St. John","","Rutaceae"
"MEWAF","","Metrosideros waialealae (Rock) Rock var. fauriei (Levl.) J.W. Dawson & Stemmermann","Kauai bottlebrush","Myrtaceae"
"MEWAF","MEPOF","Metrosideros polymorpha Gaudich. var. fauriei (Levl.) Skottsb.","","Myrtaceae"
"MEWAW","","Metrosideros waialealae (Rock) Rock var. waialealae","Kauai bottlebrush","Myrtaceae"
"MEZA","","Melicope zahlbruckneri (Rock) T.G. Hartley & B.C. Stone","kipuka piaula","Rutaceae"
"MEZA","PEZA","Pelea zahlbruckneri Rock","","Rutaceae"
"MIAD","","Microlepia ×adulteriana W.H. Wagner [speluncae × strigosa]","palapalai","Dennstaedtiaceae"
"MICA20","","Miconia calvescens DC.","velvet tree","Melastomataceae"
"MICON","","Miconia Ruiz & Pav.","johnnyberry","Melastomataceae"
"MICRO12","","Microsorum Link","microsorum","Polypodiaceae"
"MICRO20","","Microlaena R. Br.","weeping grass","Poaceae"
"MICRO3","","Microlepia C. Presl","palapalai","Dennstaedtiaceae"
"MIDI8","","Mimosa diplotricha C. Wright","giant false sensitive plant","Fabaceae"
"MIDI8","MIIN80","Mimosa invisa Mart., non Mart. ex Colla","","Fabaceae"
"MIHI2","","Mitracarpus hirtus (L.) DC.","tropical girdlepod","Rubiaceae"
"MIHI2","MIVI3","Mitracarpus villosus (Sw.) Cham. & Schltdl. ex DC.","","Rubiaceae"
"MIHI2","SPHI","Spermacoce hirta L.","","Rubiaceae"
"MIJA","","Mirabilis jalapa L.","marvel of Peru","Nyctaginaceae"
"MIJA","MIJAL","Mirabilis jalapa L. ssp. lindheimeri Standl.","","Nyctaginaceae"
"MIJA","MILI2","Mirabilis lindheimeri (Standl.) Shinners","","Nyctaginaceae"
"MIMA11","","Microlepia mauiensis W.H. Wagner","Maui fern","Dennstaedtiaceae"
"MIMOS","","Mimosa L.","sensitive plant","Fabaceae"
"MIOR","","Misopates orontium (L.) Raf.","linearleaf snapdragon","Scrophulariaceae"
"MIOR","ANOR2","Antirrhinum orontium L.","","Scrophulariaceae"
"MIOR","ANORG","Antirrhinum orontium L. var. grandiflorum auct.","","Scrophulariaceae"
"MIPU8","","Mimosa pudica L.","shameplant","Fabaceae"
"MIPUU","","Mimosa pudica L. var. unijuga (Duchass. & Walp.) Griseb.","shameplant","Fabaceae"
"MIRAB","","Mirabilis L.","four o'clock","Nyctaginaceae"
"MISOP","","Misopates Raf.","misopates","Scrophulariaceae"
"MISP2","","Microlepia speluncae (L.) T. Moore","limpleaf fern","Dennstaedtiaceae"
"MISP3","","Microsorum spectrum (Kaulf.) Copeland","triploid fern","Polypodiaceae"
"MISP3","POSP2","Polypodium spectrum Kaulf.","","Polypodiaceae"
"MIST","","Microlaena stipoides (Labill.) R. Br.","weeping grass","Poaceae"
"MIST","EHST","Ehrharta stipoides Labill.","","Poaceae"
"MIST4","","Microlepia strigosa (Thunb.) C. Presl","palapalai","Dennstaedtiaceae"
"MIST4","MIHI4","Microlepia hirta (Kaulf.) C. Presl","","Dennstaedtiaceae"
"MIST4","MISE","Microlepia setosa (Sm.) Alston","","Dennstaedtiaceae"
"MIST4","MISTH","Microlepia strigosa (Thunb.) C. Presl var. hirta (Kaulf.) Hillebr.","","Dennstaedtiaceae"
"MITRA","","Mitracarpus Zucc.","girdlepod","Rubiaceae"
"MOAL","","Morus alba L.","white mulberry","Moraceae"
"MOAL","MOALM","Morus alba L. var. multicaulis (Perr.) Loudon","","Moraceae"
"MOAL","MOALT","Morus alba L. var. tatarica (L.) Ser.","","Moraceae"
"MOAL","MOTA","Morus tatarica L.","","Moraceae"
"MOCA","","Modiola caroliniana (L.) G. Don","Carolina bristlemallow","Malvaceae"
"MOCA","MOMU","Modiola multifida Moench","","Malvaceae"
"MOCE","","Mollugo cerviana (L.) Ser.","threadstem carpetweed","Molluginaceae"
"MOCE2","","Morella cerifera (L.) Small","wax myrtle","Myricaceae"
"MOCE2","CECE2","Cerothamnus ceriferus (L.) Small","","Myricaceae"
"MOCE2","CEPU11","Cerothamnus pumilus (Michx.) Small","","Myricaceae"
"MOCE2","MOCEP","Morella cerifera (L.) Small var. pumila (Michx.) Kartesz, ined.","","Myricaceae"
"MOCE2","MYCE","Myrica cerifera L.","","Myricaceae"
"MOCE2","MYCEP","Myrica cerifera L. var. pumila Michx.","","Myricaceae"
"MOCE2","MYPU","Myrica pusilla Raf.","","Myricaceae"
"MOCH2","","Momordica charantia L.","balsampear","Cucurbitaceae"
"MOCI3","","Morinda citrifolia L.","Indian mulberry","Rubiaceae"
"MODIO","","Modiola Moench","bristlemallow","Malvaceae"
"MOFA","","Morella faya (Aiton) Wilbur","firetree","Myricaceae"
"MOFA","MYFA","Myrica faya Aiton","","Myricaceae"
"MOGA","","Morelotia gahniiformis Gaudich.","Gaudichaud's sawsedge","Cyperaceae"
"MOGA","GAGA3","Gahnia gahniiformis (Gaudich.) A. Heller","","Cyperaceae"
"MOGA","MAGA","Machaerina gahniiformis (Gaudich.) J. Kern","","Cyperaceae"
"MOHI","","Montanoa hibiscifolia (Benth.) Standl.","treedaisy","Asteraceae"
"MOHI","MOHI2","Montagnaea hibiscifolia Benth.","","Asteraceae"
"MOLLU","","Mollugo L.","carpetweed","Molluginaceae"
"MOMOR","","Momordica L.","momordica","Cucurbitaceae"
"MONOC","","Monochoria C. Presl","monochoria","Pontederiaceae"
"MONTA","","Montanoa Llave & Lex.","montanoa","Asteraceae"
"MOREL2","","Morella Lour.","bayberry","Myricaceae"
"MOREL3","","Morelotia Gaudich.","sawsedge","Cyperaceae"
"MORIN","","Morinda L.","morinda","Rubiaceae"
